"evidence_id","doc_id","source_file","page","chunk_index","chunk_text"
"bm25_prf_p35_c001","bm25_prf","bm25_prf.pdf","35","1","3.7 Non-Textual Relevance Features 365 Table 3.1. BM25F parameters reported in [62] for topic distillation (TD) and name page (NP) search tasks Parameter TD’03 NP’03 k1 27.5 4.9 btitle 0.95 0.6 bbody 0.7 0.5 banchor 0.6 0.6 vtitle 38.4 13.5 vbody 1.0 1.0 vanchor 35 11.5 As an illustration, we report in Table 3.1 the BM25Fweights reported in [62] for the 2003 TREC Web Search tasks. 3.6.4 Interpretation of the Simple V ersion It is worth mentioning a very transparent interpretation of the simple version — although it does not apply directly to the version with vari- able b, it may give some insight. If the stream weights v s are inte- gers, then we can see the simple BM25F formula as an ordinary BM25 function applied to a document in which some of the streams have been replicated. For example, if the streams and weights are{v title =5 , vabstract =2 , vbody =1}, then formula 3.18 is equivalent to 3.15 applied to a document in which the title has been replicated ﬁve times and the abstract twice. 3.7 Non-Textual Relevance Features In many collections there are other sources of relevance information besides the text. Things like the age of a ﬁle, its type or its link in-degree may provide useful information about the relevance of a document. The development of the PRF is quite general and does not make explicit reference to terms or text; it is therefore possible, at least in principle, to take non-textual features into"
"bm25_prf_p35_c002","bm25_prf","bm25_prf.pdf","35","2","provide useful information about the relevance of a document. The development of the PRF is quite general and does not make explicit reference to terms or text; it is therefore possible, at least in principle, to take non-textual features into account. We will make two assumptions here about non-textual features. First we make the usual assumption of feature independence with respect to relevance odds (as discussed in Section 2). Second, we will assume that all non-textual features provide relevance information"
"bm25_prf_p36_c001","bm25_prf","bm25_prf.pdf","36","1","366 Derived Models which is independent of the query . With these two assumptions we can integrate non-textual features very easily into the PRF and BM25 scoring frameworks. It is possible in principle to relax these assumptions and derive more sophisticated models of relevance for non-textual features. Let us call c =( tf 1,..., tf |V|) the vector of term frequency counts of document d, and let us call f an extra vector of non-textual features f =( f1,...,f F ). We have that d =( c, f). Note that the initial PRF development (Equations (2.1–2.4) in Sec- tion 2) applies also to this extended version ofd. Equation (2.4) makes the assumption of feature independence, which carries over the non- textual features. Therefore the product in Equation 2.4 would include all non-textual features f. In Equation (2.5), where we drop all the non-query terms inc, none of the terms inf would be dropped — non-textual features are assumed to be correlated with relevance for all queries. After taking the log in Equation (2.6) we see that the addition of non-textual features simply adds a new term to the sum. Removing the zeros in Equations (2.7–2.9) does not aﬀect this term, so after (2.11) we may write: P(rel|d,q) ∝ q ∑ q,tf i>0 Wi(tf i)+ F∑ i=1 λiVi(fi), (3.22) where Vi(fi): =l o gP(Fi = fi |rel) P(Fi = fi |rel) (3.23) We have artiﬁcially added a free parameter λi to account for re- scalings in the approximation of Wi and"
"bm25_prf_p36_c002","bm25_prf","bm25_prf.pdf","36","2","q,tf i>0 Wi(tf i)+ F∑ i=1 λiVi(fi), (3.22) where Vi(fi): =l o gP(Fi = fi |rel) P(Fi = fi |rel) (3.23) We have artiﬁcially added a free parameter λi to account for re- scalings in the approximation of Wi and Vi. We note that features fi may well be multi-valued or continuous, and this implies the need for care in the choice of function V (fi) (just as we paid attention to ﬁnding a good function oftf ). This will depend on the nature of each non-textual feature fi and our prior knowledge about it. Here are some Vi functions that we have used with success in the past for diﬀerent features: • Logarithmic: log(λ′ i + fi)"
"bm25_prf_p37_c001","bm25_prf","bm25_prf.pdf","37","1","3.8 Positional Information 367 • Rational: fi/(λ′ i + fi) • Sigmoid: [λ′ i + exp(−fi λ′′ i )]−1 This development can explain for example why simple scoring functions such as BM25F(q,d)+log(PageRank (d)) may work well in practice for Web Search retrieval. This can much improved by adding the scaling parameter λ, and it can be further improved (only slightly) by changing the log into a sigmoid and tuning the two extra parameters λ ′ and λ′′ [12]. In our work we developed more sophisticated ranking functions integrating several forms of non-textual information and using over a dozen parameters [12, 13]. The optimisation of these parameters is discussed in Section 5. 3.8 Positional Information For the most part the PRF ignores positional information: it cares only about the number of occurrences of a term, but not about their position. There are two important reasons that have held back the PRF from considering positional information: (i) it is extremely hard to develop a sound formal model of relevance which takes into account positional information without exploding the number of parameters, and (ii) position information has been shown to have surprisingly little eﬀect on retrieval accuracy on average. In this section we only give an overview of the existing approaches and discuss the main diﬃculties. We also propose some intuitions of why position may not be as crucial as it seems at ﬁrst sight. Why is it so hard to model relevance with respect to the position of terms in the query"
"bm25_prf_p37_c002","bm25_prf","bm25_prf.pdf","37","2","the main diﬃculties. We also propose some intuitions of why position may not be as crucial as it seems at ﬁrst sight. Why is it so hard to model relevance with respect to the position of terms in the query and document? Several problems appear. First, we need to deﬁne an appropriate universe of events. In the traditional PRF this universe is simplyN |q|, all possible term frequency vectors of terms in the query. The most natural way to consider positions would be to characterise all sequences of terms in the query separated by some num- ber of non-query terms. This leads to an excessively high-dimensional space, and one that is very hard to factor it in an appropriate way. In the traditional model the natural unit over which we build (factorise) the required quantities is the occurrence of a term a given number of"
"bm25_prf_p38_c001","bm25_prf","bm25_prf.pdf","38","1","368 Derived Models times. What would be the natural unit over which to build (factorise) the probabilities required to model positions adequately? There have been a number of attempts to deal with these issues and introduce positional information into BM25 (see for example [3, 54, 51] and references therein). The three main approaches used are the following: 1. Indexing phrases as individual terms. This approach is ideal for multi-term tokens (such as White House ) for which a partial match would in fact be incorrect. Its implementation is extremely simple since one does not need to modify the ranking function in any way (each phrase would have its own tf and idf ). There are three problems however: (i) it does not take into account partial matches; (ii) it does not take into account terms which are close but not exactly adjacent; and (iii) one needs to deﬁne the valid phrases [48]. 2. Scoring spans of text instead of entire documents. This can be done explicitly, with a passage retrieval ranking func- tion [3], or implicitly by constructing a ranking function that integrates scores computed over many document spans [51]. 3. Deriving position features (such as the minimum and maxi- mum length of the document spans containing all the terms in the query) which can then be integrated into the scoring function as non-textual features (as those in Section 3.7) [54]. In our opinion none of these attempts would qualify as anatural exten- sion of the PRF, since it is"
"bm25_prf_p38_c002","bm25_prf","bm25_prf.pdf","38","2","in the query) which can then be integrated into the scoring function as non-textual features (as those in Section 3.7) [54]. In our opinion none of these attempts would qualify as anatural exten- sion of the PRF, since it is not clear what the assumptions about rele- vance are. Metzler [32, 33] proposes a novel probabilistic retrieval model which makes clear assumptions about positions and relevance, and could perhaps be integrated within the PRF. The model estimates the probability of relevance of document and query jointly: P(Q,D |Rel). This is done by a Markov Random Field (MRF) which can take into account term-positions in a natural way. The MRF can use any appro- priately deﬁned potentials: while the original work used LM-derived potentials, BM25-like potentials were used in [31]. However, even when using BM25-like potentials, we cannot call this model an extension of"
"bm25_prf_p39_c001","bm25_prf","bm25_prf.pdf","39","1","3.9 Open Source Implementations of BM25 and BM25F 369 the PRF, since it models a diﬀerent distribution:P(D,Q |Rel) instead of the posterior P(Rel|D,Q). We end this section with a brief discussion of why position infor- mation may not be as important as it may seem at ﬁrst view. It is sobering to see how hard it has been in the past to eﬀectively use prox- imity in IR experiments. All the works referenced in this section claim statistically signiﬁcant improvements over non-positional baselines, but the improvements reported are small. We believe this is specially the case for small collections and high recall situations (typical of academic IR evaluations), since position information is a precision enhancement technique. But even in large collections with high-precision require- ments (such as realistic Web Search evaluations) the gains observed are small. Why is this? We do not know of theoretical or empirical studies about this, but we propose here two hypotheses. First, we believe that natural language, and queries in particular, are quite robust. We would argue that for many queries, a human could determine the relevance of a document to a query even after words in the document and query were scrambled. And for cases that this is not true, it is likely that the user would unconsciouslycorrect the query by adding terms to it that disambiguate it. This does not mean that all queries and documents are position-proof, but the fraction that require positions is small. Second, it should be noted that taking"
"bm25_prf_p39_c002","bm25_prf","bm25_prf.pdf","39","2","the user would unconsciouslycorrect the query by adding terms to it that disambiguate it. This does not mean that all queries and documents are position-proof, but the fraction that require positions is small. Second, it should be noted that taking into account the structure of a document (e.g., in BM25F) implicitly rewards prox- imity within important short streams, such as the title. 3.9 Open Source Implementations of BM25 and BM25F We review here several implementations of BM25 and BM25F available as open source. This list is not exhaustive, there may be other search engines or extensions of them that implement BM25 and BM25F. As far as we know only the MG4J [9, 34] fully implements BM25F (version 2.2 or later). BM25 is implemented by Lemur, MG4J, Okapi, PF/Tija, Terrier, Wumpus, Xapian and Zettair [22, 27, 34, 35, 39, 56, 57, 60, 61, 63]. All these search engines are quite modular and could in principle be modiﬁed to extend BM25 in a number of ways, in particular to implement BM25F. Lucene [29] does not implement BM25"
"bm25_prf_p40_c001","bm25_prf","bm25_prf.pdf","40","1","370 Derived Models but there exist a third party Lucene extensions that implement BM25 and BM25F [38]. We inspected the code of all these implementations and we believe they are correct. 1 (inspection was visual: we did not run tests ourselves; in two cases implementation was incorrect and we asked the authors to correct it, which they did). None of the systems above provide support for parameter optimisation, although it should not be diﬃcult to extend them for this. 1 There are some minor diﬀerences in BM25 implementations in these packages at the time of writing this survey. For example, PF/Tijah uses idf= logN +0.5 n+0.5 , Terrier does not allow modifying k programmatically and Xapian does not allow modifying any parameters pro- grammatically."
"bm25_prf_p41_c001","bm25_prf","bm25_prf.pdf","41","1","4 Comparison with Other Models The ﬁrst probabilistic model for retrieval was proposed by Maron and Kuhns in 1960 [30]. It was similarly based on a notion of probability of relevance; however, there was an interesting discrepancy between the Maron and Kuhns approach and that of Robertson and Sp¨arck Jones ﬁfteen years later. The discrepancy was the subject of research in the early 1980s on a uniﬁcation of the two. In order to explain both the discrepancy and the attempted uniﬁcation, we ﬁrst describe the Maron and Kuhns model. 4.1 Maron and Kuhns The situation envisaged by Maron and Kuhns was that of a librarian indexing a book (document). The idea was that indexing should antici- pate how people make requests in the ﬁrst place. Ideal indexing should match the requests of just those people who would want to be pointed to this monograph — those people who would ﬁnd it relevant to their needs. The system was assumed to be a system of subject headings, any of which might be assigned by the librarian to the book in ques- tion; a user request would take the form of a chosen subject heading to 371"
"bm25_prf_p42_c001","bm25_prf","bm25_prf.pdf","42","1","372 Comparison with Other Models look under. Thus the librarian would be invited to estimate, in respect of each candidate subject heading, the probability that a user looking there would ﬁnd this particular book relevant. Thus far, the basis for the model looks very like the PRF deﬁned in Section 2. However, to better understand the nature of the probability of relevance as interpreted by Maron and Kuhns, we need to consider the event space in which it is deﬁned. This will give us the basis for a comparison in the following section. We have (at least in the mind of the librarian) a group of users (with information needs) who look under a particular subject heading. On the other hand, we have a single individual book in front of the librarian. Therefore the event space involved, in which the probability should be deﬁned, is a space of users. If we were to attempt to use feedback to estimate such a probability, we would ideally count users — that is, of all the users who express their queries by means of a particular subject heading, what proportion would like this monograph. This kind of approach has recently acquired new force, because the big Web Search engines typically see some queries (the so-called ‘head’ queries) repeated very many times by diﬀerent users. Click log data looks a little like relevance feedback on individual documents from a population of users with similar queries. However, the relation between this and the PRF discussed"
"bm25_prf_p42_c002","bm25_prf","bm25_prf.pdf","42","2","(the so-called ‘head’ queries) repeated very many times by diﬀerent users. Click log data looks a little like relevance feedback on individual documents from a population of users with similar queries. However, the relation between this and the PRF discussed in this monograph needs further analysis. 4.2 The Uniﬁed Model We re-visit the original RSJ model, the foundation of the model pre- sented in this survey, in order to deﬁne it in similar terms. In this case, we start with a single individual user, who puts a request using cer- tain words. Now we ask the question, what is the probability that any arbitrary document matching one (or a combination) of these words is relevant to the user. Thus the event space here consists of documents, and if we want to use feedback to estimate the probability, we would count documents, as in Section 3.1. It immediately becomes clear that although both models refer to probability of relevance, they deﬁne their respective versions of this"
"bm25_prf_p43_c001","bm25_prf","bm25_prf.pdf","43","1","4.2 The Uniﬁed Model 373 probability in diﬀerent event spaces. In fact, the two probabilities of relevance are actually quite distinct. The uniﬁcation attempt [43] was based on the following argument. We imagine a matrix of users-with-information-needs against docu- ments (individual users u, individual documents d). Ideally we would like to assign a meaningful probability of relevance to the speciﬁc com- bination of an individual user with an individual document:P(rel|u,d). However, doing this directly looks diﬃcult — at least if we are looking for direct evidence (feedback). If we show d to u and get a judgement, we no longer need to assign a probability! Indeed, it only makes sense to do so when we have classes of similar events. Maron and Kuhns start by classifying users together, according to the subject headings they consult. Thus we are dealing with a class U of users, and ask about P(rel|U,d). On the other hand, Robertson and Sprck Jones classify documents together in classes such as D, and ask about P(rel|u,D). The uniﬁed model proceeded to deﬁne four diﬀerent probabilities of relevance. We might consider starting with P(rel|U,D), which is a general model needing only feedback from similar users about similar documents (this is referred to as Model 0). If we have feedback about the particular document, we can improve this estimate by considering P(rel|U,d) (Model 1). On the other hand, if we have feedback from the particular user, we should go for P(rel|u,D) (Model 2). Finally, if we have both kinds"
"bm25_prf_p43_c002","bm25_prf","bm25_prf.pdf","43","2","feedback about the particular document, we can improve this estimate by considering P(rel|U,d) (Model 1). On the other hand, if we have feedback from the particular user, we should go for P(rel|u,D) (Model 2). Finally, if we have both kinds of more specialist evidence simultaneously (Model 3), we might aim for an even better probability. However, its exact rela- tionship to P(rel|u,d) is not quite obvious, because while it is based on feedback of the above three kinds, it would not actually have feedback on the exact individual pair. The uniﬁed model has been the subject of some more recent work [8], and we are now entering a domain in which many diﬀerent kinds of feedback may be possible, given the kind of logging of Web search- ing behaviour that is now the norm. Other authors (for example [14, 17], and later [25] in the context of the language model discussed below) have approached the problem by in eﬀect limiting themselves to Model 0, by considering onlyrepresentations of documents and queries, rather than individual instances."
"bm25_prf_p44_c001","bm25_prf","bm25_prf.pdf","44","1","374 Comparison with Other Models However, in the present survey we have restricted ourselves to the RSJ view of the probability of relevance. 4.3 The Simple Language Model The language model (LM) of IR is a more recent innovation [24, 26, 33], also with a strong probabilistic motivation. We ﬁrst describe the simple LM, and then some more sophisticated developments. In the LM, we regard any piece of text (document, query, etc.) as having been generated by a statistical process. Outside of IR, such models have been very successful in various areas, particularly in speech recognition, and the IR application has borrowed from that domain. In this particular view of text, it is regarded as being generated word- by-word in sequence, each word being chosen from a vocabulary. The simplest statistical model, so-calledunigram, has a ﬁxed probability dis- tribution over the vocabulary, applied to all word-positions (so actually the sequence is not important). n-gram models assume that the choice of the next word depends on the n − 1 previous words chosen. The simple LM approach to IR assumes that each document has its own model, and asks this question about each document: what is the probability that the query came from (was generated by) the same language model as the document (there is no separate query model in this approach). This probability is used to rank documents for a query. Thus there is no explicit notion of relevance; the implicit notion is that a document is relevant to a"
"bm25_prf_p44_c002","bm25_prf","bm25_prf.pdf","44","2","the document (there is no separate query model in this approach). This probability is used to rank documents for a query. Thus there is no explicit notion of relevance; the implicit notion is that a document is relevant to a query if the query came from the same lan- guage model as the document. This approach also does not distinguish between individual users — a query is understood to be just a text, and each query–document pair is considered as an equivalent individual event. From an individual user point of view, the model implicitly assumes that there is just one relevant document (if this instance of a query was generated by the language model for document 1, it could not also have been generated by the diﬀerent language model for docu- ment 2). However, since the approach does not distinguish individuals, in eﬀect it represents a version of Model 0 (in the terms of the uniﬁed model, as discussed above). Diﬀerent instances of the same query can be generated from diﬀerent documents; in the (U,D) class, more than"
"bm25_prf_p45_c001","bm25_prf","bm25_prf.pdf","45","1","4.4 The Relevance (Language) Model 375 one document can be relevant. But it follows that it makes no sense to consider individual feedback in the context of the simple LM. In more detail, the document language model is usually built by mixing (smoothing) probabilities derived from the document itself with those taken from a general background language model. One purpose of this smoothing is to avoid a zero probability being assigned to any term that does not occur in the document. In general, a rich fund of models and estimation methods has been mined within the general framework of the LM. We further explore only two of these developments in the following sections. 4.4 The Relevance (Language) Model Some of the limitations of the simple model are addressed in work on a relevance model for the LM framework [26, 33]. Here, by contrast, we assume that the query has (that is, is generated by) its own model, distinct from any particular document model. The initial source for this model is clearly the query itself; however, relevance feedback (from the individual user, for example) can provide additional evidence about it. With this approach, the document–query matching process becomes much less obvious. Note that both in the simple LM, and in the tradi- tional probabilistic relevance framework (PRF) described in this survey, the process of matching the query to the document is inherent in the model, entirely determined by the model itself. In this new context, no such matching process is deﬁned;"
"bm25_prf_p45_c002","bm25_prf","bm25_prf.pdf","45","2","tradi- tional probabilistic relevance framework (PRF) described in this survey, the process of matching the query to the document is inherent in the model, entirely determined by the model itself. In this new context, no such matching process is deﬁned; it is necessary to choose one from outside the model. Given that both the document LM and the query (relevance) LM take the form of statistical distributions over a vocabulary, matching becomes a question of matching two statistical distributions. The most common way to do this is to use the Kullback–Leibler (KL) divergence measure. This has good empirical support. 4.5 Topic Models There is perhaps potential for some kind of bridge between the LM approach and the PRF in work on implicit topic models. Most such"
"bm25_prf_p46_c001","bm25_prf","bm25_prf.pdf","46","1","376 Comparison with Other Models work has sought to discover the topics implicit in the statistical structure of the language of documents; examples are Latent Seman- tic Indexing (LSI) [18], Probabilistic LSI [21] and Latent Dirichlet Allocation [7]. The hidden eliteness variables postulated in the proba- bilistic relevance framework have some similarities (although much sim- pliﬁed by the assumption of one eliteness variable per term). A related approach is the parsimonious LM [20], which attempts to model in what ways a particular document or query is distinguished from the general background language. However, we appear to be some distance from a serious uniﬁcation of the LM and the PRF which is the main subject of this survey. 4.6 Divergence from Randomness The DFR models [2], like the language models, do not contain “relevance” as a primitive notion. Also like the language models, they concentrate on the statistical distribution of terms in documents. In general, they seek to identify the ways in which term distributions dif- fer from what one might expect on a random basis — evidence of such divergence is taken implicitly as evidence about relevance. It is possible to derive a variety of term-weighting and document ranking functions within this framework, including a formulation that is approximately the same as BM25."
"bm25_prf_p47_c001","bm25_prf","bm25_prf.pdf","47","1","5 Parameter Optimisation Like most IR models, the models in the PRF have free parameters that need to be set to appropriate values. The BM25 and BM25F models are known to be quite robust with respect to their parameters, mean- ing that small changes in the parameter values (or in the collection) do not produce large changes in accuracy or relevance. Nevertheless signiﬁcant gains in relevance can be obtained by properly optimising the parameters, specially when we deal with a new collection. Parameter optimisation comes with considerable costs: it will require the human evaluation of many query results, which is expensive, and the optimised parameters will be speciﬁc to the collection evalu- ated and may not work well for other collections. Furthermore, the optimisation procedure can be computationally costly, requiring more computing power that the search engine itself. For these reasons this approach is only appropriate for speciﬁc collections which merit the cost needed to optimise the ranking function. Examples of such collec- tions are the WWW, large corporate collections or high-value News or Help sites. Let us call θ the vector of all free parameters of the ranking model being tuned. In the case of BM25 this vector would have two 377"
"bm25_prf_p48_c001","bm25_prf","bm25_prf.pdf","48","1","378 Parameter Optimisation components: θ=( k1,b). In the case of BM25F it would have more: θ=( k1,b1,...,b S,v1,..., vS). If we include non-textual features then we have even more parameters, the exact number depending on the trans- formation used for each non-textual feature. ‘Tuning’ the parameters of the model can be seen as an optimisa- tion problem, where we seek to maximise the relevance of the ranking model with respect to the model parameters θ, for a given set of rele- vance judgements. More speciﬁcally, if we ﬁx the document collection and a set of queries with their associated relevance judgements, then for any parameter setting θwe can compute the performance measure of our choice M(θ). What is left is to ﬁnd the parameter setting that maximises M(θ). This is exactly an n-dimensional optimisation prob- lem with M as the target function being optimised over the space of valid θvalues. Optimising standard IR measures, 1 however, is not easy: they are very expensive to evaluate, they have local maxima andplateaus, they are not smooth and they don’t have gradients [49]. For these reasons, it is not easy to apply standard optimisation techniques. Even applying simple 0-th order optimisation techniques such as trusted region opti- misation is diﬃcult and expensive. In practice we use a number of ad hoc techniques to speed up exhaustive search. We will discuss these in the next subsection. Another alternative is to change the function being optimised. This approach is specially useful when one is optimising"
"bm25_prf_p48_c002","bm25_prf","bm25_prf.pdf","48","2","practice we use a number of ad hoc techniques to speed up exhaustive search. We will discuss these in the next subsection. Another alternative is to change the function being optimised. This approach is specially useful when one is optimising very many features, and is discussed in the last subsection. 5.1 Greedy Optimisation We discuss here a number of techniques (some heuristics, some imple- mentation tricks) we used in the past to speedup the exhaustive search and ﬁnd good parameter values. Caching: Because function evaluations are so expensive, we cache the evaluations. Indeed we may often re-visit a parameter value in our 1 Such as Average Precision, Precision@k, Mean Reciprocal Rank and Discounted Cumulative Gain."
"bm25_prf_p49_c001","bm25_prf","bm25_prf.pdf","49","1","5.1 Greedy Optimisation 379 search for the optimum. It would be wasteful to re-evaluate all the queries; instead, we store the resulting relevance in a hash table using the parameter values as the key: H[θ] ← M(θ). Grid: It is also useful to set a minimum resolution for every parame- ter, deﬁning agrid of allowed parameters values. For example, in most of our experiments we did not allow parameters to change beyond the second decimal. This has negligible aﬀect on the relevance performance and greatly increases the eﬀect of caching and the speed of conver- gence. Furthermore it makes it easier to report and share parameter values. 5.1.1 Robust Line Search We ﬁrst consider methods for optimising over a single parameter. Most parameters being optimised are positive but unbounded above. There- fore we do not know the region of interest of the parameter being opti- mised, nor do we know the required resolution (the size of the intervals to be tested). For this reason we developed the following search algo- rithm, which we call Robust Line Search (RLS). Call l and r the current left and right brackets of the 1 −D search space. Split the region inm equal parts of size (r − l)/m. Compute the performance on the m + 1 region boundaries, and call c the boundary with the highest performance. The idea is to move towards c by re-centering the search region around c and scaling it appropriately. If l<c<r we need to zoom in into"
"bm25_prf_p49_c002","bm25_prf","bm25_prf.pdf","49","2","m + 1 region boundaries, and call c the boundary with the highest performance. The idea is to move towards c by re-centering the search region around c and scaling it appropriately. If l<c<r we need to zoom in into c, by scaling down the search region. Since the function being optimised has local maxima we cannot zoom too much, or we may completely lose the global maximum; for this reason we tend to zoom very conservatively. On the other hand, if c equals r or l, it is most likely that the maximum is outside the current search region, and possibly far away. Therefore we increase the size of the search region. We iterate this until l and r are within the some minimum distance, typically below the minimum resolution set. An example optimisation is illustrated in Figure 5.1."
"bm25_prf_p50_c001","bm25_prf","bm25_prf.pdf","50","1","380 Parameter Optimisation Fig. 5.1 Greedy Optimisation example: robust line search. 5.2 Multidimensional Optimisation Any 1-D optimisation method can be generalised to n-D in several ways. We have used two methods to do this, both of which worked well in practice. Greedy Robust Line Search: Imagine that we want to run the RLS method on a 2-D problem, with parametersθ=( θ 1,θ2). Let’s leaveθ2 as a subordinate variable and run RLS onθ1. Every time that we need to compute the performance M(θ) at a given pointθ1 = z, we would need to ﬁx the subordinate θ2 at its optimal value. To ﬁnd out this value, we can run a local RLS to optimise θ2 locally while keeping θ1 = z. Generalising this, every line optimisation withi parameters ﬁres oﬀ an optimisation with i − 1 subordinate parameters and so on, recursively. Of course this is a greedy approximation to the exhaustive (exponen- tial) exploration of the parameter space, because we are running RLS. However, this approach remains exponentially expensive with respect to n because of its recursive nature, and therefore it is not practicable for large n (e.g., n> 3). Promising Directions: Another way we have used to carry out searches in n dimensions is the following. 2 Choose an initial point for 2 This method can be seen as a linear version of trusted region optimisation methods [4, 5]; it has the advantage of requiring much fewer function evaluations, which are extremely expensive in our case."
"bm25_prf_p51_c001","bm25_prf","bm25_prf.pdf","51","1","5.2 Multidimensional Optimisation 381 each parameter (call the resulting the vector θ). Run n 1−D indepen- dent searches, to ﬁnd the optimum valueθ′ i of each parameter when all others are kept ﬁxed atθ. Each of these optimal values found deﬁnes a promising directionsin parameter space. Now consider the vector going from θto θ′ =( θ′ 1,...,θ ′ n). We expect this vector to move through inter- esting regions of space if there is correlation between features. There- fore we do one more 1−D optimisation along this line. We do this by re-parameterising the system with a new variable that moves all param- eters linearly fromθto θ ′. Finally we choose the best parameter setting found so far and we re-start the process. An example optimisation is illustrated in Figure 5.2, where we show the ﬁrst two iterations (noted 1 and 2), each consisting of three line searches (noted a, b and c). The total cost of an iteration is ( n +1 )1 −D optimisations. Therefore, it grows only linearly with n, but it may require very many iterations to complete. K1 Scaling: Note that in general k 1 will depend on the weights assigned to streams in BM25F, even if it is kept as a stream-independent parameter. This is because the stream weights in eﬀect rescale the tf values, and k 1 has to be adjusted accordingly. If we have a goodkBM25 1 value for the regular BM25 function (no streams), we can propose a good initial value"
"bm25_prf_p51_c002","bm25_prf","bm25_prf.pdf","51","2","is because the stream weights in eﬀect rescale the tf values, and k 1 has to be adjusted accordingly. If we have a goodkBM25 1 value for the regular BM25 function (no streams), we can propose a good initial value ofk1 for BM25F by scaling it according to the change Fig. 5.2 Greedy optimisation example: promising directions."
"bm25_prf_p52_c001","bm25_prf","bm25_prf.pdf","52","1","382 Parameter Optimisation in average document length from the unweighted to the weighted form: kBM25F 1 ≈ kBM25 1 ∑ s vsavsl s∑ s avsl s (5.1) 5.2.1 F actoring the Search A very useful technique for speeding up the search in practice is to factor the search into batches, optimising together only the parame- ters that are known to be strongly dependent. When doing this it is important to choose the initial parameters and the order of the batches judiciously. A typical schedule for BM25F may be: 1. Compute the optimal k 1 and b (ignoring streams). This is equivalent to setting all vs = 1 and all bs = b. (Cost: 1×2D); 2. Optimise stream weights {w}s=1..S jointly. We use here thek1 re-scaling trick in Step (5.1). (Cost: 1×SD); and 3. Optimise k1 and {b}s=1..S independently (Cost: (S +1 )×1D). This schedule may be repeated until no further increase in performance is obtained. When dealing with non-textual features, the optimisation above is usually interleaved with the optimisation of the non-textual features, which can also be done independently or jointly by batches. 5.3 Gradient Optimisation A diﬀerent possibility is to choose a performance function that can be optimised directly by machine learning techniques. This approach was pursued with some success a few years ago [1, 10, 55], and has now become an active area of research (see for example the recent NIPS and SIGIR workshops on this topic [23, 28]). The main idea is to approximate rank-dependant relevance functions"
"bm25_prf_p52_c002","bm25_prf","bm25_prf.pdf","52","2","success a few years ago [1, 10, 55], and has now become an active area of research (see for example the recent NIPS and SIGIR workshops on this topic [23, 28]). The main idea is to approximate rank-dependant relevance functions such as NDCG by a function with known gradients. Then we can apply the battery of gradient-based optimisation methods. The speed of these methods does not grow exponentially with the number of dimensions optimised, so one can optimise very many parameters simultaneously. Furthermore, if BM25F is being combined with a larger number of other (non-textual)"
"bm25_prf_p53_c001","bm25_prf","bm25_prf.pdf","53","1","5.3 Gradient Optimisation 383 features, methods can be used to optimise jointly all parameters. For example, this is the case in [55] where the overall model is an artiﬁcial neural network which takes as input many features, one of them being BM25F. It is out of the scope of this survey to detail gradient-based optimisation methods."
"bm25_prf_p54_c001","bm25_prf","bm25_prf.pdf","54","1","6 Conclusions The classical probabilistic relevance framework has provided a series of well-founded scoring formula, as well as some signiﬁcant insights into diﬀerent aspects of search. One of the reasons of the success of the PRF, we believe, is the powerful combination of sound theoretical modelling and a pragmatic parameterisation that exploits our prior knowledge in IR. We do not believe that the PRF has reached the end of its useful life. When it is well understood, the PRF model can provide a solid ground on which to analyse new IR problems and derive new solutions. 384"
"bm25_prf_p55_c001","bm25_prf","bm25_prf.pdf","55","1","References [1] S. Agarwal, C. Cortes, and R. Herbrich, eds., Proceedings of the NIPS 2005 Workshop on Learning to Rank , 2005. [2] G. Amati, C. J. van Rijsbergen, and C. Joost, “Probabilistic models of infor- mation retrieval based on measuring the divergence from randomness,” ACM Transactions on Information Systems , vol. 20, no. 4, pp. 357–389, 2002. [3] M. M. Beaulieu, M. Gatford, X. Huang, S. E. Robertson, S. Walker, and P. Williams, “Okapi at TREC-5,”The Fifth Text Retrieval Conference (TREC- 5). NIST Special Publication 500-238, pp. 143–165, 1997. [4] F. V. Berghen, “Trust Region Algorithms,” Webpage, http://www. lemurproject.org. [5] F. V. Berghen, “CONDOR: A constrained, non-linear, derivative-free parallel optimizer for continuous, high computing load, noisy objective functions,” PhD thesis, Universit´e Libre de Bruxelles, 2004. [6] C. Bishop, Pattern Recognition and Machine Learning (Information Science and Statistics). Springer, 2006. [7] D. M. Blei, A. Y. Ng, and M. I. Jordan, “Latent dirichlet allocation,” Journal of Machine Learning Research , vol. 3, pp. 993–1022, 2003. [8] D. Bodoﬀ and S. E. Robertson, “A new uniﬁed probabilistic model,” Jour- nal of the American Society for Information Science and Technology , vol. 55, pp. 471–487, 2004. [9] P. Boldi and S. Vigna, “MG4J at TREC 2005,” inThe Fourteenth Text Retrieval Conference (TREC 2005) P roceedings, NIST Special Publication 500-266, 2005. http://mg4j.dsi.unimi.it/. 385"
